2025-07-29 18:48:37,345 |    DEBUG | get_images_from_page:420 | 유효한 이미지 12: https://opstaryo.com/upfile/editor/2505/4393_1746182118.8541.gif...
2025-07-29 18:48:37,355 |    DEBUG | get_images_from_page:420 | 유효한 이미지 13: https://opstaryo.com/upfile/editor/2505/5830_1746182128.7844.png...
2025-07-29 18:48:37,365 |    DEBUG | get_images_from_page:420 | 유효한 이미지 14: https://opstaryo.com/upfile/editor/2506/4914_1750170592.0354.gif...
2025-07-29 18:48:37,375 |    DEBUG | get_images_from_page:420 | 유효한 이미지 15: https://opstaryo.com/upfile/editor/2505/1008_1746182149.9169.png...
2025-07-29 18:48:37,385 |    DEBUG | get_images_from_page:420 | 유효한 이미지 16: https://opstaryo.com/upfile/editor/2506/2592_1750170608.0245.gif...
2025-07-29 18:48:37,394 |    DEBUG | get_images_from_page:420 | 유효한 이미지 17: https://opstaryo.com/upfile/editor/2505/9516_1746182217.5072.png...
2025-07-29 18:48:37,404 |    DEBUG | get_images_from_page:420 | 유효한 이미지 18: https://opstaryo.com/upfile/editor/2506/3653_1750170620.0106.gif...
2025-07-29 18:48:37,414 |    DEBUG | get_images_from_page:420 | 유효한 이미지 19: https://opstaryo.com/upfile/editor/2505/1400_1746885739.3395.png...
2025-07-29 18:48:37,425 |    DEBUG | get_images_from_page:420 | 유효한 이미지 20: https://opstaryo.com/upfile/editor/2506/2220_1750170628.7502.gif...
2025-07-29 18:48:37,435 |    DEBUG | get_images_from_page:420 | 유효한 이미지 21: https://m.badalba.com/img_up/shop_pds/horsehp1/2018/werrwer1534876801.gif...
2025-07-29 18:48:37,444 |    DEBUG | get_images_from_page:420 | 유효한 이미지 22: https://m.badalba.com/img_up/shop_pds/horsehp1/2018/werrwer1534876801.gif...
2025-07-29 18:48:37,444 |     INFO | get_images_from_page:430 | 총 22개의 유효한 이미지 발견 (셀렉터: #profile_body img)
2025-07-29 18:48:37,445 |     INFO |             <module>:580 | 총 22개 이미지 발견
2025-07-29 18:48:37,450 |    DEBUG |             <module>:596 | 이미지 1 처리 시작: https://m.badalba.com/img_up/shop_pds/horsehp1/2018/werrwer1534876801.gif
2025-07-29 18:48:37,451 |    DEBUG | download_and_convert_image:241 | 이미지 다운로드 + JPG 변환 시도: https://m.badalba.com/img_up/shop_pds/horsehp1/2018/werrwer1534876801.gif
2025-07-29 18:48:37,451 |    DEBUG | download_and_convert_image:245 | 시도 1/3: https://m.badalba.com/img_up/shop_pds/horsehp1/2018/werrwer1534876801.gif
2025-07-29 18:48:37,494 |    DEBUG | download_and_convert_image:248 | HTTP 응답 코드: 200
2025-07-29 18:48:37,494 |    DEBUG | download_and_convert_image:252 | Content-Type: image/gif
2025-07-29 18:48:37,495 |    DEBUG | download_and_convert_image:272 | 다운로드 완료: 5216 bytes
2025-07-29 18:48:37,495 |  WARNING | download_and_convert_image:288 | 이미지 크기가 너무 작음 ((600, 1)) - 오류 이미지일 가능성
2025-07-29 18:48:37,495 |    ERROR |             <module>:616 | 출근부 2: 이미지 1 다운로드/변환 실패: 이미지 크기가 너무 작음 ((600, 1)) - 오류 이미지일 가능성
2025-07-29 18:48:37,503 |    DEBUG |             <module>:596 | 이미지 2 처리 시작: https://m.badalba.com/img_up/shop_pds/horsehp1/2018/werrwer1534876801.gif
2025-07-29 18:48:37,503 |    DEBUG | download_and_convert_image:241 | 이미지 다운로드 + JPG 변환 시도: https://m.badalba.com/img_up/shop_pds/horsehp1/2018/werrwer1534876801.gif
2025-07-29 18:48:37,503 |    DEBUG | download_and_convert_image:245 | 시도 1/3: https://m.badalba.com/img_up/shop_pds/horsehp1/2018/werrwer1534876801.gif
2025-07-29 18:48:37,537 |    DEBUG | download_and_convert_image:248 | HTTP 응답 코드: 200
2025-07-29 18:48:37,538 |    DEBUG | download_and_convert_image:252 | Content-Type: image/gif
2025-07-29 18:48:37,538 |    DEBUG | download_and_convert_image:272 | 다운로드 완료: 5216 bytes
2025-07-29 18:48:37,538 |  WARNING | download_and_convert_image:288 | 이미지 크기가 너무 작음 ((600, 1)) - 오류 이미지일 가능성
2025-07-29 18:48:37,539 |    ERROR |             <module>:616 | 출근부 2: 이미지 2 다운로드/변환 실패: 이미지 크기가 너무 작음 ((600, 1)) - 오류 이미지일 가능성
2025-07-29 18:48:37,546 |    DEBUG |             <module>:596 | 이미지 3 처리 시작: https://opstaryo.com/upfile/editor/2505/1865_1746184470.1204.gif
2025-07-29 18:48:37,546 |    DEBUG | download_and_convert_image:241 | 이미지 다운로드 + JPG 변환 시도: https://opstaryo.com/upfile/editor/2505/1865_1746184470.1204.gif
2025-07-29 18:48:37,546 |    DEBUG | download_and_convert_image:245 | 시도 1/3: https://opstaryo.com/upfile/editor/2505/1865_1746184470.1204.gif
2025-07-29 18:48:37,717 |    DEBUG | download_and_convert_image:248 | HTTP 응답 코드: 200
2025-07-29 18:48:37,717 |    DEBUG | download_and_convert_image:252 | Content-Type: image/gif
2025-07-29 18:48:39,556 |    DEBUG | download_and_convert_image:272 | 다운로드 완료: 9275115 bytes
2025-07-29 18:48:39,557 |    DEBUG | convert_image_to_jpg:187 | 이미지 변환: 형식=GIF, 크기=(800, 1000), 모드=P
2025-07-29 18:48:39,557 |    DEBUG | convert_image_to_jpg:191 | 애니메이션 GIF 감지, 첫 번째 프레임 추출
2025-07-29 18:48:39,557 |    DEBUG | convert_image_to_jpg:196 | 색상 모드 변환: P → RGB
2025-07-29 18:48:39,614 |    DEBUG | convert_image_to_jpg:225 | JPG 변환 완료: 9,275,115B → 423,795B (+95.4%) | 원본 형식: None
2025-07-29 18:48:39,618 |     INFO | download_and_convert_image:325 | ✅ JPG 변환 저장: 수원휴게텔-몰디브_03.jpg (423,795B)
2025-07-29 18:48:39,619 |     INFO |             <module>:610 | 이미지 3 다운로드 + 변환 성공
